CIF,Account_Name,Current_Product,Segment,CLV_Tier,Churn_Risk,NBP_Rank,Recommended_Product,Confidence_Score
CIF01002478,Customer_2479,Hiruyan Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07669
CIF01002479,Customer_2480,Blatena Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24967
CIF01002479,Customer_2480,Blatena Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.10537
CIF01002479,Customer_2480,Blatena Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Werazut Saving Account,0.0675
CIF01002480,Customer_2481,Prime Customer Deposit Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24728
CIF01002480,Customer_2481,Prime Customer Deposit Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.10357
CIF01002480,Customer_2481,Prime Customer Deposit Account,High-CLV Active,High-CLV,Critical Risk,3,Blatena Saving Account,0.07881
CIF01002481,Customer_2482,Janderebaw Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.2305
CIF01002481,Customer_2482,Janderebaw Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.09978
CIF01002481,Customer_2482,Janderebaw Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07858
CIF01002482,Customer_2483,Werazut Saving Account,Low Engagement,Top-CLV,Low Risk,1,Ordinary Saving Account,0.25401
CIF01002482,Customer_2483,Werazut Saving Account,Low Engagement,Top-CLV,Low Risk,2,Special Saving Account,0.10385
CIF01002482,Customer_2483,Werazut Saving Account,Low Engagement,Top-CLV,Low Risk,3,Blatena Saving Account,0.07491
CIF01002483,Customer_2484,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23841
CIF01002483,Customer_2484,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,2,Special Saving Account,0.0956
CIF01002483,Customer_2484,Ahati Saving Account,Dormant Risk,Low-CLV,Critical Risk,3,Blatena Saving Account,0.0785
CIF01002484,Customer_2485,Couples Saving Deposit,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24469
CIF01002484,Customer_2485,Couples Saving Deposit,Low Engagement,High-CLV,Critical Risk,2,Special Saving Account,0.10943
CIF01002484,Customer_2485,Couples Saving Deposit,Low Engagement,High-CLV,Critical Risk,3,Blatena Saving Account,0.07569
CIF01002485,Customer_2486,Special Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24435
CIF01002485,Customer_2486,Special Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Blatena Saving Account,0.07855
CIF01002485,Customer_2486,Special Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Werazut Saving Account,0.07058
CIF01002486,Customer_2487,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.10145
CIF01002486,Customer_2487,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08105
CIF01002486,Customer_2487,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06593
CIF01002487,Customer_2488,Asrat Bekurat Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.2526
CIF01002487,Customer_2488,Asrat Bekurat Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.10259
CIF01002487,Customer_2488,Asrat Bekurat Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Blatena Saving Account,0.07853
CIF01002488,Customer_2489,Werazut Saving Account,High-CLV Active,Top-CLV,Low Risk,1,Ordinary Saving Account,0.26051
CIF01002488,Customer_2489,Werazut Saving Account,High-CLV Active,Top-CLV,Low Risk,2,Special Saving Account,0.09842
CIF01002488,Customer_2489,Werazut Saving Account,High-CLV Active,Top-CLV,Low Risk,3,Blatena Saving Account,0.07845
CIF01002489,Customer_2490,Blatena Saving Account,Champions,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24865
CIF01002489,Customer_2490,Blatena Saving Account,Champions,Low-CLV,Critical Risk,2,Special Saving Account,0.10253
CIF01002489,Customer_2490,Blatena Saving Account,Champions,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06844
CIF01002490,Customer_2491,Janderebaw Saving Account,Mid-Value Growth,High-CLV,Low Risk,1,Ordinary Saving Account,0.24435
CIF01002490,Customer_2491,Janderebaw Saving Account,Mid-Value Growth,High-CLV,Low Risk,2,Special Saving Account,0.10635
CIF01002490,Customer_2491,Janderebaw Saving Account,Mid-Value Growth,High-CLV,Low Risk,3,Blatena Saving Account,0.07855
CIF01002491,Customer_2492,Washera Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25999
CIF01002491,Customer_2492,Washera Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10337
CIF01002491,Customer_2492,Washera Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07814
CIF01002492,Customer_2493,Ordinary Saving Account,Champions,Low-CLV,Critical Risk,1,Special Saving Account,0.1067
CIF01002492,Customer_2493,Ordinary Saving Account,Champions,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07625
CIF01002492,Customer_2493,Ordinary Saving Account,Champions,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06792
CIF01002493,Customer_2494,Werazut Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25321
CIF01002493,Customer_2494,Werazut Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10328
CIF01002493,Customer_2494,Werazut Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,3,Blatena Saving Account,0.07739
CIF01002494,Customer_2495,Blatena Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23833
CIF01002494,Customer_2495,Blatena Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10453
CIF01002494,Customer_2495,Blatena Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06932
CIF01002495,Customer_2496,Equb Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24184
CIF01002495,Customer_2496,Equb Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.10062
CIF01002495,Customer_2496,Equb Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08054
CIF01002496,Customer_2497,Prime Customer Deposit Account,High-CLV Active,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25008
CIF01002496,Customer_2497,Prime Customer Deposit Account,High-CLV Active,Mid-CLV,Low Risk,2,Special Saving Account,0.10413
CIF01002496,Customer_2497,Prime Customer Deposit Account,High-CLV Active,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07657
CIF01002497,Customer_2498,Equb Saving Account,Low Engagement,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25149
CIF01002497,Customer_2498,Equb Saving Account,Low Engagement,Mid-CLV,Low Risk,2,Special Saving Account,0.10539
CIF01002497,Customer_2498,Equb Saving Account,Low Engagement,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07295
CIF01002498,Customer_2499,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Special Saving Account,0.09796
CIF01002498,Customer_2499,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.08029
CIF01002498,Customer_2499,Ordinary Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07082
CIF01002499,Customer_2500,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Special Saving Account,0.10145
CIF01002499,Customer_2500,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Blatena Saving Account,0.08105
CIF01002499,Customer_2500,Ordinary Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06593
CIF01002500,Customer_2501,Abew Saving Account,Low Engagement,High-CLV,Critical Risk,1,Ordinary Saving Account,0.2526
CIF01002500,Customer_2501,Abew Saving Account,Low Engagement,High-CLV,Critical Risk,2,Special Saving Account,0.10525
CIF01002500,Customer_2501,Abew Saving Account,Low Engagement,High-CLV,Critical Risk,3,Blatena Saving Account,0.07561
CIF01002501,Customer_2502,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,1,Special Saving Account,0.1012
CIF01002501,Customer_2502,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,2,Blatena Saving Account,0.07819
CIF01002501,Customer_2502,Ordinary Saving Account,Mid-Value Growth,Top-CLV,Low Risk,3,Werazut Saving Account,0.06802
CIF01002502,Customer_2503,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,1,Special Saving Account,0.10334
CIF01002502,Customer_2503,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07992
CIF01002502,Customer_2503,Ordinary Saving Account,Champions,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06755
CIF01002503,Customer_2504,Blatena Saving Account,High-CLV Active,High-CLV,Critical Risk,1,Ordinary Saving Account,0.25128
CIF01002503,Customer_2504,Blatena Saving Account,High-CLV Active,High-CLV,Critical Risk,2,Special Saving Account,0.09897
CIF01002503,Customer_2504,Blatena Saving Account,High-CLV Active,High-CLV,Critical Risk,3,Werazut Saving Account,0.06428
CIF01002504,Customer_2505,Hiruyan Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.2563
CIF01002504,Customer_2505,Hiruyan Saving Account,Champions,Top-CLV,Critical Risk,2,Special Saving Account,0.10334
CIF01002504,Customer_2505,Hiruyan Saving Account,Champions,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07992
CIF01002505,Customer_2506,Hiruyan Saving Account,Champions,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24676
CIF01002505,Customer_2506,Hiruyan Saving Account,Champions,High-CLV,Critical Risk,2,Special Saving Account,0.10852
CIF01002505,Customer_2506,Hiruyan Saving Account,Champions,High-CLV,Critical Risk,3,Blatena Saving Account,0.07849
CIF01002506,Customer_2507,Ahadu Bereket Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24525
CIF01002506,Customer_2507,Ahadu Bereket Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Special Saving Account,0.10577
CIF01002506,Customer_2507,Ahadu Bereket Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07883
CIF01002507,Customer_2508,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Special Saving Account,0.10453
CIF01002507,Customer_2508,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07631
CIF01002507,Customer_2508,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06932
CIF01002508,Customer_2509,Asrat Bekurat Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25758
CIF01002508,Customer_2509,Asrat Bekurat Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,2,Special Saving Account,0.1012
CIF01002508,Customer_2509,Asrat Bekurat Saving Account,Mid-Value Growth,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07819
CIF01002509,Customer_2510,Ahati Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.24715
CIF01002509,Customer_2510,Ahati Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,2,Special Saving Account,0.10691
CIF01002509,Customer_2510,Ahati Saving Account,Mid-Value Growth,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07631
CIF01002510,Customer_2511,Blatena Saving Account,Dormant Risk,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.23742
CIF01002510,Customer_2511,Blatena Saving Account,Dormant Risk,Mid-CLV,Critical Risk,2,Special Saving Account,0.10101
CIF01002510,Customer_2511,Blatena Saving Account,Dormant Risk,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.07289
CIF01002511,Customer_2512,Special Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.24715
CIF01002511,Customer_2512,Special Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,2,Blatena Saving Account,0.07631
CIF01002511,Customer_2512,Special Saving Account,Mid-Value Growth,Mid-CLV,Critical Risk,3,Werazut Saving Account,0.06778
CIF01002512,Customer_2513,Ahadu Bereket Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25682
CIF01002512,Customer_2513,Ahadu Bereket Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09839
CIF01002512,Customer_2513,Ahadu Bereket Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08024
CIF01002513,Customer_2514,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,1,Special Saving Account,0.10036
CIF01002513,Customer_2514,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,2,Blatena Saving Account,0.07623
CIF01002513,Customer_2514,Ordinary Saving Account,Mid-Value Growth,Low-CLV,Low Risk,3,Werazut Saving Account,0.06984
CIF01002514,Customer_2515,Ahadu Bereket Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24975
CIF01002514,Customer_2515,Ahadu Bereket Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.09644
CIF01002514,Customer_2515,Ahadu Bereket Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08046
CIF01002515,Customer_2516,Abew Saving Account,High-CLV Active,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24917
CIF01002515,Customer_2516,Abew Saving Account,High-CLV Active,Low-CLV,Low Risk,2,Special Saving Account,0.09758
CIF01002515,Customer_2516,Abew Saving Account,High-CLV Active,Low-CLV,Low Risk,3,Blatena Saving Account,0.07649
CIF01002516,Customer_2517,Special Saving Account,Champions,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.25208
CIF01002516,Customer_2517,Special Saving Account,Champions,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07821
CIF01002516,Customer_2517,Special Saving Account,Champions,Top-CLV,Critical Risk,3,Werazut Saving Account,0.0661
CIF01002517,Customer_2518,Prime Customer Deposit Account,Dormant Risk,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24052
CIF01002517,Customer_2518,Prime Customer Deposit Account,Dormant Risk,High-CLV,Critical Risk,2,Special Saving Account,0.097
CIF01002517,Customer_2518,Prime Customer Deposit Account,Dormant Risk,High-CLV,Critical Risk,3,Blatena Saving Account,0.08032
CIF01002518,Customer_2519,Hiruyan Saving Account,High-CLV Active,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2543
CIF01002518,Customer_2519,Hiruyan Saving Account,High-CLV Active,Mid-CLV,Critical Risk,2,Special Saving Account,0.09993
CIF01002518,Customer_2519,Hiruyan Saving Account,High-CLV Active,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07828
CIF01002519,Customer_2520,Special Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.23928
CIF01002519,Customer_2520,Special Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,2,Blatena Saving Account,0.07523
CIF01002519,Customer_2520,Special Saving Account,Cross-Sell Ready,Low-CLV,Critical Risk,3,Werazut Saving Account,0.06831
CIF01002520,Customer_2521,Werazut Saving Account,High-CLV Active,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24548
CIF01002520,Customer_2521,Werazut Saving Account,High-CLV Active,Low-CLV,Low Risk,2,Special Saving Account,0.09755
CIF01002520,Customer_2521,Werazut Saving Account,High-CLV Active,Low-CLV,Low Risk,3,Blatena Saving Account,0.07828
CIF01002521,Customer_2522,Ahati Saving Account,High-CLV Active,High-CLV,Low Risk,1,Ordinary Saving Account,0.25519
CIF01002521,Customer_2522,Ahati Saving Account,High-CLV Active,High-CLV,Low Risk,2,Special Saving Account,0.0994
CIF01002521,Customer_2522,Ahati Saving Account,High-CLV Active,High-CLV,Low Risk,3,Blatena Saving Account,0.07873
CIF01002522,Customer_2523,Janderebaw Saving Account,High-CLV Active,Low-CLV,Low Risk,1,Ordinary Saving Account,0.24548
CIF01002522,Customer_2523,Janderebaw Saving Account,High-CLV Active,Low-CLV,Low Risk,2,Special Saving Account,0.09755
CIF01002522,Customer_2523,Janderebaw Saving Account,High-CLV Active,Low-CLV,Low Risk,3,Blatena Saving Account,0.07828
CIF01002523,Customer_2524,Sitota Saving Deposit,Low Engagement,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24658
CIF01002523,Customer_2524,Sitota Saving Deposit,Low Engagement,Low-CLV,Critical Risk,2,Special Saving Account,0.10343
CIF01002523,Customer_2524,Sitota Saving Deposit,Low Engagement,Low-CLV,Critical Risk,3,Werazut Saving Account,0.07348
CIF01002524,Customer_2525,Asrat Bekurat Saving Account,Champions,Mid-CLV,Low Risk,1,Ordinary Saving Account,0.25355
CIF01002524,Customer_2525,Asrat Bekurat Saving Account,Champions,Mid-CLV,Low Risk,2,Special Saving Account,0.10449
CIF01002524,Customer_2525,Asrat Bekurat Saving Account,Champions,Mid-CLV,Low Risk,3,Blatena Saving Account,0.07576
CIF01002525,Customer_2526,Ahadu Bereket Saving Account,High-CLV Active,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.26051
CIF01002525,Customer_2526,Ahadu Bereket Saving Account,High-CLV Active,Top-CLV,Critical Risk,2,Special Saving Account,0.09842
CIF01002525,Customer_2526,Ahadu Bereket Saving Account,High-CLV Active,Top-CLV,Critical Risk,3,Blatena Saving Account,0.07845
CIF01002526,Customer_2527,Hiruyan Saving Account,Dormant Risk,Top-CLV,Critical Risk,1,Ordinary Saving Account,0.24184
CIF01002526,Customer_2527,Hiruyan Saving Account,Dormant Risk,Top-CLV,Critical Risk,2,Special Saving Account,0.10062
CIF01002526,Customer_2527,Hiruyan Saving Account,Dormant Risk,Top-CLV,Critical Risk,3,Blatena Saving Account,0.08054
CIF01002527,Customer_2528,Asrat Bekurat Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,1,Ordinary Saving Account,0.24256
CIF01002527,Customer_2528,Asrat Bekurat Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,2,Special Saving Account,0.10033
CIF01002527,Customer_2528,Asrat Bekurat Saving Account,Mid-Value Growth,Low-CLV,Critical Risk,3,Blatena Saving Account,0.07802
CIF01002528,Customer_2529,Ordinary Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,1,Special Saving Account,0.1023
CIF01002528,Customer_2529,Ordinary Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,2,Blatena Saving Account,0.07711
CIF01002528,Customer_2529,Ordinary Saving Account,Cross-Sell Ready,Top-CLV,Critical Risk,3,Werazut Saving Account,0.06701
CIF01002529,Customer_2530,Dekemezmur Saving Account,Low Engagement,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2554
CIF01002529,Customer_2530,Dekemezmur Saving Account,Low Engagement,Mid-CLV,Critical Risk,2,Special Saving Account,0.10581
CIF01002529,Customer_2530,Dekemezmur Saving Account,Low Engagement,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07337
CIF01002530,Customer_2531,Abew Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,1,Ordinary Saving Account,0.2481
CIF01002530,Customer_2531,Abew Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,2,Special Saving Account,0.10801
CIF01002530,Customer_2531,Abew Saving Account,Cross-Sell Ready,Mid-CLV,Critical Risk,3,Blatena Saving Account,0.07523
CIF01002531,Customer_2532,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,1,Ordinary Saving Account,0.24929
CIF01002531,Customer_2532,Abew Saving Account,Cross-Sell Ready,High-CLV,Critical Risk,2,Special Saving Account,0.10285
